set,6
settled,1
several,1
shade,3
shadow,6
shadows,3
shady,1
shake,3
shaken,2
shall,31
shallowest,1
shalt,10
shame,10
shamed,1
shamefully,1
shames,2
shape,5
shapes,1
share,1
sharp,2
sharpened,1
she,13
sheaves,1
sheds,1
shifting,1
shine,4
shines,2
shook,1
shoot,1
shop,1
shore,3
shorn,1
short,5
should,29
shouldst,5
show,18
showers,2
shown,2
shows,6
shun,2
sick,5
sicken,1
sickle,1
sickly,1
sickness,1
side,6
sides,1
siege,1
sigh,1
sighs,1
sight,16
sightless,2
signs,1
silence,3
silent,2
silver,1
silvered,1
simple,3
simplicity,1
sin,6
since,8
sinful,3
sing,6
single,4
singleness,1
sings,1
sins,2
sire,1
sit,2
sits,1
situation,1
skill,8
sky,1
slain,2
slander,3
slanderers,1
slave,5
slavery,1
slay,1
sleep,3
sleeping,1
slept,1
slide,1
slight,2
slow,3
slumbers,1
sluttish,1
small,2
smell,4
smells,1
smiling,1
smoke,1
smother,1
snow,1
snowed,1
so,65
sober,1
society,1
soft,1
soil,2
sold,1
sole,1
solemn,1
some,21
something,2
sometime,4
sometimes,1
son,3
song,4
songs,1
soon,3
sooner,1
sorrow,4
sorrows,2
sorry,1
sort,2
sought,1
soul,9
souls,2
sound,2
soundless,1
sounds,2
sour,2
sourest,1
sourly,2
sovereign,4
space,1
spacious,1
sparkling,1
speak,6
speaking,4
special,1
speechless,2
speed,2
spend,5
spends,1
spent,6
spheres,1
spies,1
spirit,10
spirits,2
spite,4
spites,1
splendour,1
spoil,1
spoils,1
sport,2
sportive,1
spot,1
spread,1
spring,5
springs,1
spur,2
spurring,1
st,33
stage,2
stain,3
staineth,1
stamp,2
stand,8
stands,3
star,3
stars,4
starved,1
state,11
statues,1
statute,1
stay,9
stays,1
steal,5
steals,1
stealth,1
steel,5
steep,2
steepy,1
stell,1
stern,1
stewards,1
stick,1
still,31
stol,3
stole,1
stone,3
stones,1
stop,2
stopped,1
stops,1
store,9
stores,1
storm,1
stormy,1
story,4
stout,1
straight,6
strained,1
strains,1
strange,6
strangely,2
strangle,1
straying,1
streams,1
strength,5
strengthen,1
stretched,1
strife,1
string,1
strive,2
striving,1
strong,8
stronger,2
strongly,2
struck,1
strumpeted,1
style,3
subdu,1
subject,5
subjects,2
suborned,1
subscribes,1
subsist,1
substance,4
substantial,1
subtleties,1
succeeding,1
succession,1
successive,1
such,24
sue,1
suffer,3
sufferance,1
suffers,1
suffic,1
suggest,1
suit,2
suited,1
sullen,2
sullied,1
sum,4
summer,13
summers,1
summon,1
sums,1
sun,11
sunk,1
sunken,1
sunset,1
suppose,1
supposed,1
supposing,1
suppressed,1
sure,3
surety,1
surfeit,1
surly,1
surmise,1
surmount,1
survey,3
survive,2
suspect,1
swallow,1
swart,1
sway,3
swear,4
swearing,1
swears,1
sweet,44
sweetest,4
sweetly,2
sweetness,2
sweets,5
swerving,1
swift,5
sword,1
sworn,2
sympathiz,1
t,4
table,1
tables,1
take,10
taken,3
taker,1
takes,3
tall,1
tallies,1
tame,1
tanned,1
task,1
taste,4
tatter,2
taught,6
teach,3
teachest,1
tear,1
tears,4
teeming,1
teeth,1
tell,13
telling,2
tells,2
temperate,1
tempests,1
temptation,2
tempting,1
ten,3
tenants,1
tend,3
tender,7
tenth,1
tenure,1
term,2
terms,1
testy,1
th,2
than,29
thank,1
thanks,1
that,116
the,127
thee,76
theft,1
their,37
theirs,1
them,15
themes,1
themselves,6
then,31
thence,7
there,17
thereby,2
therefore,6
therein,3
thereof,1
these,14
they,31
thief,4
thievish,2
thine,29
thing,11
things,14
think,13
thinking,3
thinks,2
thinly,1
third,1
this,66
thither,1
thorns,3
those,24
thou,82
though,22
thought,15
thoughts,15
thousand,3
thrall,1
thralled,1
three,3
threescore,1
threw,1
thrice,3
thriftless,1
thrive,2
thrivers,1
throned,1
through,5
throw,1
thrust,1
thrusts,1
thunder,1
thus,14
thy,79
thyself,7
tickled,1
tie,2
tied,5
tiger,1
till,8
tillage,1
time,32
times,7
tincture,1
tir,1
tired,1
tires,1
tis,6
title,2
titles,1
to,137
together,1
toil,4
told,4
tomb,5
tombed,1
tombs,1
tongue,15
tongues,3
too,16
took,4
top,1
tops,1
torment,3
torn,1
torture,2
touch,2
touches,4
toward,1
towards,1
towers,1
tract,1
traffic,1
transferr,1
transfix,1
transgression,1
translate,1
translated,1
transport,1
travail,1
travel,3
travell,1
travels,1
treads,1
treason,1
treasure,8
trees,1
trenches,1
trespass,2
tresses,1
trial,1
tribes,1
trifle,1
trifles,1
trim,1
trimm,1
tripping,1
triumph,2
triumphant,2
trophies,1
trouble,1
truant,1
true,31
truest,1
truly,4
trust,5
truth,17
truths,1
try,1
tune,1
tuned,1
turn,4
turns,4
twain,3
twenty,1
twice,2
twilight,1
twire,1
twixt,2
two,6
twofold,1
tyrannous,1
tyranny,1
tyrant,3
tyrants,2
ugly,1
unbless,1
unbred,1
uncertain,1
under,4
undivided,1
unear,1
unfair,1
unfather,2
unfolding,1
unhappily,1
unions,1
universe,1
unjust,1
unkind,3
unkindness,2
unknown,2
unless,2
unlettered,1
unperfect,1
unprovident,1
unrespected,2
unrest,1
unseeing,1
unseen,2
unset,1
unstained,1
unsway,1
unswept,1
untainted,1
unthrift,1
unthrifts,1
unto,1
untold,1
untrimm,1
untrue,2
untutor,1
unused,4
unwoo,1
unworthiness,1
up,15
uphold,1
upon,19
uprear,1
urge,2
us,5
use,12
used,1
user,1
usest,1
ushers,1
usurer,2
usury,1
utmost,1
vacant,1
vainly,2
valley,1
vanish,1
vanished,1
vanishing,1
vantage,1
variation,1
varying,1
vassal,2
vassalage,1
ve,1
veil,1
veins,2
vengeful,1
verdict,1
vermilion,1
verse,14
verses,1
very,7
vex,2
vexed,1
vial,1
vice,1
vices,1
victor,1
victories,1
victors,1
view,8
viewest,1
vile,2
vilest,1
violet,2
virgin,1
virtue,7
virtuous,3
visage,1
vision,1
voice,1
voices,1
votary,1
vouchsafe,2
vow,4
vowing,1
vows,2
vulgar,3
wail,2
wailing,1
wait,2
waiting,1
wake,1
waken,1
waking,1
walk,1
walks,2
walls,2
wander,1
wandering,1
wane,1
waning,1
want,3
wanting,3
wanton,1
wantonly,1
wantonness,1
war,6
ward,1
wardrobe,1
wards,1
warm,2
warning,1
warrantise,1
warrior,1
wary,1
was,23
waste,6
wasted,1
wasteful,2
wastes,2
watch,2
watching,1
watchman,1
water,4
watery,1
waves,1
way,6
we,11
weak,2
weakens,1
weakness,1
wealth,5
wear,3
weary,3
weed,3
weeds,3
weeks,1
weep,3
weigh,1
weight,1
welcome,2
welfare,1
well,24
went,1
were,18
wert,2
west,3
wet,1
wh,1
what,43
whate,1
whatsoever,1
when,41
whence,2
where,26
wherefore,3
wherein,3
whereof,2
whereon,2
whereupon,1
wherever,1
wherewith,1
whether,4
which,43
while,2
whilst,2
whit,1
white,4
who,12
whole,1
whom,10
whose,12
why,9
wide,7
widow,2
wife,1
wights,1
wild,1
wilful,2
wilfully,1
wilfulness,1
will,33
willing,2
willingly,1
wills,2
wilt,9
win,4
wind,2
windows,2
winds,2
windy,1
wing,1
winged,1
wink,2
winter,6
winters,2
wires,1
wiry,1
wisdom,1
wise,2
wish,4
wished,1
wit,5
with,92
withal,1
withering,1
within,6
without,4
witness,3
wits,2
woe,8
woeful,1
woes,1
wolf,1
woman,3
womb,2
wombs,1
women,1
won,1
wonder,3
wondering,1
wondrous,1
wont,1
woo,2
wood,1
woos,1
word,2
words,6
work,3
workings,1
works,3
world,22
worms,4
worse,4
worser,1
worship,1
worst,6
worth,18
worthier,1
worthiness,1
worthless,2
worths,1
worthy,4
would,18
wouldst,3
wound,3
wounded,1
wrack,2
wrackful,1
wresting,1
wretch,3
wretchcd,1
wretched,2
wrinkle,1
wrinkles,5
writ,6
write,9
writers,1
writes,1
written,1
wrong,6
wrongfully,1
wrongs,2
wrought,2
ye,2
yea,1
year,5
years,2
yellow,3
yet,27
yield,2
yore,1
you,33
young,4
youngly,1
your,31
yours,3
yourself,5
youth,14
youthful,2
zealous,1
